"Substance","X.1","X","ChemClass","pKa","MW","Tm","Pvap25","Sol25","Kaw25","Kow","Ksw","Kp.col","Kp.susp","Kp.sed","Kp.soil","RadS","RhoS","hamakerSP.w","Shape","Longest_side","Intermediate_side","Shortest_side"
"nAg_10nm",799,796,"particle",NA,107.87,NA,2.41e-36,NA,1e-20,NA,NA,NA,NA,NA,NA,5,10500,2.02e-20,NA,NA,NA,NA
"nAg_NanoFase",800,1042,"particle",NA,108,NA,2.4e-36,NA,1e-20,NA,47500,NA,NA,NA,NA,75,10500,2.02e-20,NA,NA,NA,NA
"NALED",801,797,"neutral",NA,380.79,NA,0.026666667,1.5,NA,23.98832919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nanoparticle",802,1038,"particle",NA,65,NA,1e-20,1e-20,NA,NA,NA,130000,500,13000,950,NA,NA,NA,NA,NA,NA,NA
"NAPHTHALENE, 2-METHOXY-",803,798,"neutral",NA,158.2,NA,0.356,75.88,NA,2951.209227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"naphthalene, pure",804,799,"",NA,128,79,8,34,NA,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAPHTHALENEACETIC ACID",805,800,"acid",4.23,186.21,NA,0.001276,420,NA,173.7800829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nC60_10nm",806,1044,"particle",NA,720.64,280,2.4e-36,NA,1e-20,NA,NA,NA,NA,NA,NA,5,1650,2.76e-20,NA,NA,NA,NA
"Neodecanoic acid, ethenyl ester",807,802,"neutral",NA,198.31,NA,11.38666666,5.859,NA,35481.33892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"neutral organic",808,803,"neutral",NA,261,99.5,0.24,2.09,NA,24000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ni(II)",809,804,"metal",NA,58.6934,NA,1.06e-58,NA,1e-20,NA,1210.027967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NICOTINE",810,805,"base",3.1,162.24,NA,5.066666665,1e+06,NA,14.79108388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nitrobenzene",811,806,"",NA,123,6,20,2000,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nitrobenzene",812,807,"neutral",NA,123.11,NA,32.66666666,2090,NA,70.79457844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NITROFEN",813,808,"neutral",NA,284.1,NA,0.001066667,1,NA,43651.58322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NITROFURAZONE",814,809,"base",10,198.14,NA,4.6e-05,210,NA,1.698243652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NITROMETHANE",815,810,"acid",10.3,61.04,NA,4773.333332,111000,NA,0.446683592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NONANOIC ACID",816,811,"acid",4.95,158.24,NA,0.22,284,NA,2630.267992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nonylphenol",817,812,"",NA,220,6,0.0046,11,NA,1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NONYLPHENOL",818,813,"acid",10.25,220.36,NA,0.003146667,6.35,NA,575439.9373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nTiO2_10nm",819,814,"particle",NA,47.367,NA,2.41e-36,NA,1e-20,NA,NA,NA,NA,NA,NA,5,4230,6.9e-21,NA,NA,NA,NA
"nTiO2_NanoFase_D2_5",820,1040,"particle",NA,47,NA,2.4e-36,NA,1e-20,NA,NA,NA,NA,NA,NA,75,4230,2e-20,NA,NA,NA,NA
"nTiO2_P25_CaLIBRAte_D6_3",821,1041,"particle",NA,47,NA,2.4e-36,NA,1e-20,NA,NA,NA,NA,NA,NA,9.5,4230,6.9e-21,NA,NA,NA,NA
"nZnO",822,1043,"particle",NA,NA,NA,2.4e-36,NA,1e-20,NA,NA,NA,NA,NA,NA,75,5610,1.69e-20,NA,NA,NA,NA
"O-acetylsalicylic acid",823,815,"",NA,180,137,0.0011,4600,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"o-anisidine",824,816,"",NA,123,NA,2,15000,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"o-Anisidine",825,817,"base",4.53,123.16,NA,10.66666666,12600,NA,15.13561248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O-BROMONITROBENZENE",826,818,"neutral",NA,202.01,NA,1.613333333,122.7,NA,331.1311215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O-BROMOPHENOL",827,819,"acid",8.45,173.01,NA,33.86666666,2227,NA,223.8721139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"o-cresol",828,820,"acid",10.28,108.14,NA,22.66666666,25900,NA,89.12509381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O-DIETHYLBENZENE",829,821,"neutral",NA,134.22,NA,140,71.1,NA,5248.074602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O-ETHYLANILINE",830,822,"base",4.3,121.18,NA,22.66666666,3245,NA,54.95408739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O-HYDROXYBENZAMIDE",831,823,"base",8.37,137.14,NA,3.999999999,2060,NA,19.05460718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"o-phenylenediamine",832,824,"",NA,108,101,1.3,54000,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O-T-BUTYLPHENOL",833,825,"acid",10.28,150.22,NA,12,700,NA,2041.737945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"o-Toluidine",834,826,"base",4.44,107.16,NA,34.66666666,16600,NA,20.89296131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O-VANILLIN",835,827,"acid",7.91,152.15,NA,0.413333333,5019,NA,23.44228815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O,P'-DDD",836,828,"neutral",NA,320.05,NA,0.000258667,0.1,NA,741310.2413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OCHRATOXIN A",837,829,"acid",3.86,403.82,NA,1.01e-12,0.9872,NA,54954.08739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"octadecan-1-ol",838,830,"",NA,271,58,2.6e-06,0.0011,NA,1.5e+07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"octadecylamine",839,831,"",NA,270,51,0.0012,9.5e-05,NA,1.5e+07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OCTANEDINITRILE",840,832,"neutral",NA,136.2,NA,0.816,14780,NA,3.89045145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OCTANOIC ACID",841,833,"acid",4.89,144.22,NA,0.494666667,789,NA,1122.018454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Octoxynol",842,834,"neutral",NA,250.38,NA,931.9999998,5.356,NA,72443.59601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OHRIC",843,835,"neutral",NA,244.08,NA,8.12e-06,1626,NA,25.11886432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OLEIC ACID",844,836,"acid",4.74,282.47,NA,0.000186667,0.01151,NA,43651583.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"organic acid",845,837,"acid",7.89,163,45,12,4500,NA,1148.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"organic base",846,838,"base",5.13,140,65.1,0.533,449000,NA,7.08e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxirane, 2,2'- 1,3-phenylenebis(oxymethylene) bi",847,839,"neutral",NA,222.24,NA,0.104266667,2957,NA,16.98243652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OXOLINIC ACID",848,840,"acid",6.87,261.24,NA,1.36e-07,3.2,NA,8.7096359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxymetholone",849,841,"base",8.65,332.49,NA,6.8e-09,21.31,NA,4073.802778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OXYTETRACYLCINE",850,842,"acid",3.27,460.44,NA,1.21e-20,313,NA,0.125892541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P-(1,1,3,3-TETRAMETHYLBUTYL)PHENOL",851,843,"acid",10.25,206.33,NA,0.063733333,4.821,NA,190546.0718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P-(T-BUTYL)TOLUENE",852,844,"neutral",NA,148.25,NA,78.93333331,2.969,NA,147910.8388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p-Anisidine",853,845,"base",5.34,123.16,NA,3.999999999,21000,NA,8.912509381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P-BROMOANILINE",854,846,"base",3.86,172.03,NA,3.053333333,706.7,NA,181.9700859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P-BROMOPHENOL",855,847,"acid",9.17,173.01,NA,1.56,14000,NA,389.045145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p-cresol",856,848,"acid",10.26,108.14,NA,14.66666666,21500,NA,87.096359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P-CYANOPHENOL",857,849,"acid",7.73,119.12,NA,0.238666667,8982,NA,39.81071706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P-DIBUTYLTEREPHTHALATE",858,850,"neutral",NA,278.35,NA,0.034,0.95,NA,338844.1561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P-DINITROBENZENE",859,851,"neutral",NA,168.11,NA,0.00872,69,NA,28.84031503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P-DODECYLANILINE",860,852,"base",5.11,261.45,NA,0.004666667,600,NA,10715193.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P-ETHYLANILINE",861,853,"base",5,121.18,NA,19.06666666,2106,NA,91.20108394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P-ETHYLPHENOL",862,854,"acid",10,122.17,NA,4.959999999,4900,NA,380.1893963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P-HYDROXYACETOPHENONE",863,855,"acid",8.05,136.15,NA,0.261333333,9900,NA,22.38721139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P-HYDROXYBENZYL ALCOHOL",864,856,"acid",9.82,124.14,NA,0.038,6700,NA,1.77827941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P-ISOPROPYLPHENOL",865,857,"acid",10.24,136.2,NA,6.026666665,1102,NA,794.3282347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P-METHOXYPHENOL",866,858,"acid",10.26,124.14,NA,1.106666666,40000,NA,38.01893963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P-NITROBENZOIC ACID",867,859,"acid",3.44,167.12,NA,0.000337333,200,NA,77.62471166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P-NONYLPHENOL",868,860,"acid",10.25,220.36,NA,0.003146667,7,NA,575439.9373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P-PHENYLAZOPHENOL",869,861,"acid",8.2,198.23,NA,3.08e-05,90,NA,4265.795188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P-PHENYLPHENOL",870,862,"acid",9.55,170.21,NA,0.002306667,56.2,NA,1584.893192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P-TOLUALDEHYDE",871,863,"neutral",NA,120.15,NA,33.33333333,2270,NA,181.9700859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P-TOLUIDINE",872,864,"base",5.1,107.16,NA,38.13333332,6500,NA,24.54708916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"p-Toluidine hydrochloride",873,865,"base",5.1,107.16,NA,38.13333332,6500,NA,24.54708916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PALUSTRIC ACID",874,866,"acid",4.75,302.46,NA,4.73e-05,0.01808,NA,18620871.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PARAROSANILINE",875,867,"base",8.91,323.83,NA,3.69e-12,3000,NA,0.616595002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PARATHION-AMINO",876,868,"base",4.48,261.28,NA,0.00768,390,NA,398.1071706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parathion-methyl",877,869,"neutral",NA,263.21,NA,0.000466667,37.7,NA,724.4359601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pb(II)",878,870,"metal",NA,207.2,NA,2.4e-23,NA,1e-20,NA,3741364.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PCBS",879,871,"neutral",NA,291.99,NA,0.011506667,0.7,NA,1949844.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PENTABROMOPHENOL",880,872,"acid",4.62,488.59,NA,6.77e-06,0.02605,NA,912010.8394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PENTACHLOROANISOLE",881,873,"neutral",NA,280.37,NA,0.045866667,0.3535,NA,281838.2931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PENTACHLOROBENZYL ALCOHOL",882,874,"neutral",NA,280.37,NA,0.000278667,2,NA,19952.62315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pentachlorophenol",883,875,"acid",4.7,266.34,NA,0.014666667,14,NA,131825.6739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PENTADECYLAMINE",884,876,"base",10.41,227.44,NA,0.134666667,1.509,NA,1737800.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PENTANAL METHYLFORMYLHYDRAZONE",885,877,"base",10.75,142.2,NA,1.142666666,5114,NA,25.70395783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pentane",886,878,"",NA,72,-50,68000,38,NA,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PENTANE-1,5-DIAL",887,879,"neutral",NA,100.12,NA,79.99999998,167200,NA,0.660693448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PENTANOCHLOR",888,880,"neutral",NA,239.75,NA,0.001142667,8.5,NA,20417.37945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PENTANOIC ACID, 2-METHYL-",889,881,"acid",4.79,116.16,NA,57.19999999,15000,NA,63.09573445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pentanol",890,882,"neutral",NA,88.15,NA,814.6666665,44600,NA,15.48816619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHENKAPTON",891,883,"neutral",NA,377.3,NA,0.0001008,0.04357,NA,691830.9709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phenobarbital",892,884,"base",7.3,232.24,NA,1.81e-09,1110,NA,29.51209227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"phenol",893,885,"",NA,94,41,20,88000,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phenol, 2-(2-propenyl)-",894,886,"acid",9.93,134.18,NA,8.373333331,1110,NA,812.8305162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHENOL, 3-AMINO-",895,887,"base",4.37,109.13,NA,0.248,27000,NA,1.621810097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHENOL, 4-AMINO-",896,888,"base",5.48,109.13,NA,0.005333333,16000,NA,1.096478196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHENOL, 4-AMINO-2-NITRO-",897,889,"acid",7.71,154.13,NA,0.003133333,11020,NA,9.120108394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHENOL, 4-PHENOXY-",898,890,"acid",9.13,186.21,NA,0.01,268.8,NA,2238.721139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phenol, 4,4'-(1-methylethylidene)bis 2,6-dichloro-",899,891,"acid",6.61,366.07,NA,3.84e-07,0.09158,NA,1659586.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phenol, 4,4'-thiobis 2-(1,1-dimethylethyl)-5-methyl-",900,892,"acid",10.2,358.54,NA,2.89e-08,0.001906,NA,173780082.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHENOL,2,2'-METHYLENEBIS 4-CHLORO-",901,893,"acid",7.6,269.13,NA,1.3e-08,30,NA,18197.00859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHENOLPHTHALEIN",902,894,"acid",9.23,318.33,NA,8.37e-11,400,NA,1148.153621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHENYLBUTAZONE",903,895,"base",4.5,308.38,NA,6.39e-07,47.5,NA,1445.439771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHENYLEPHRINE HCL",904,896,"acid",8.86,203.67,NA,1.51e-08,1e+06,NA,0.000794328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHENYLTRICHLOROSILANE",905,897,"neutral",NA,211.55,NA,56.79999999,31.9,NA,3981.071706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHOSMET",906,898,"neutral",NA,317.32,NA,6.53e-05,24.4,NA,602.5595861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHOSPHONIC ACID, METHYL-, DIISOPROPYL ESTER",907,899,"neutral",NA,180.19,NA,36.93333332,1500,NA,10.71519305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phosphoric acid, tris(2-methylpropyl) ester",908,900,"neutral",NA,266.32,NA,1.706666666,16.22,NA,3981.071706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHOSPHORIC ACID,2-CHLORO-(2,4-DICHLOROPHENYL)VIN",909,901,"neutral",NA,331.52,NA,0.0013,130,NA,1348.962883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHTHALAZINE",910,902,"base",3.84,130.15,NA,0.025866667,50000,NA,3.715352291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHTHALIMIDE",911,903,"acid",8.3,147.13,NA,1.4e-06,360,NA,14.12537545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Picloram, potassium salt",912,904,"neutral",NA,279.55,NA,2.6e-10,4e+05,NA,0.004365158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PICOLINIC ACID",913,905,"acid",5.39,123.11,NA,0.181333333,960000,NA,5.248074602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pin-2(3)-ene",914,906,"",NA,136,-55,59,2.5,NA,68000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"piperazine",915,907,"",NA,86,109,40,150000,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PIPERAZINE",916,908,"base",9.73,86.14,NA,21.33333333,1e+06,NA,0.031622777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Piperazine, 1-methyl-",917,909,"base",4.92,100.16,NA,927.9999998,1e+06,NA,0.257039578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Piperazine, 2-methyl-",918,910,"base",5.53,100.16,NA,192,435000,NA,0.416869383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PIRIMICARB",919,911,"base",4.53,238.29,NA,0.000970667,2700,NA,50.11872336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PIROXICAM",920,912,"base",6.3,331.35,NA,2.33e-12,23,NA,1148.153621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRALLETHRIN",921,913,"neutral",NA,300.4,NA,0.003573333,8,NA,30902.95433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRAZEPAM",922,914,"base",3.58,324.81,NA,1.19e-06,5.722,NA,5370.317964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PROBENECID",923,915,"acid",3.4,285.36,NA,2.97e-06,27.08,NA,1621.810097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PROCHLORAZ",924,916,"base",3.8,376.67,NA,0.000150667,34,NA,12589.25412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PROCLONOL",925,917,"neutral",NA,293.2,NA,7.93e-06,0.8744,NA,316227.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PROFENOFOS",926,918,"neutral",NA,373.63,NA,0.00012,28,NA,47863.00923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRONETHALOL",927,919,"neutral",NA,229.32,NA,4.57e-05,857,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"propan-1-ol",928,920,"",NA,60,-96,1900,1e+06,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Propane sultone",929,921,"neutral",NA,122.14,NA,31.86666666,170700,NA,0.52480746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"propane-1,2-diol",930,922,"",NA,76,-60,11,9.4,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Propane, 2,2'-thiobis 2-methyl-",931,923,"neutral",NA,146.29,NA,557.3333332,60.91,NA,4365.158322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Propanedioic acid, chloro-, diethyl ester",932,924,"neutral",NA,194.62,NA,15.73333333,5612,NA,12.02264435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"propanil",933,925,"",NA,218,85,0.00012,55,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Propanoic acid, 2-methyl-, monoester with 2,2,4-trimethyl-1,3-pentanediol",934,926,"neutral",NA,216.32,NA,1.333333333,321.5,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PROPAPHOS",935,927,"neutral",NA,304.34,NA,0.00012,125,NA,4677.351413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"propene, pure",936,928,"",NA,42,-185,60000,530,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PROPYL GALLATE",937,929,"acid",7.8,212.2,NA,5.44e-05,3500,NA,63.09573445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PROPYLENE OXIDE",938,930,"neutral",NA,58.08,NA,71733.33332,590000,NA,1.071519305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"propylidynetrimethanol",939,931,"",NA,134,58,0.02,6.5e+08,NA,0.0043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYRAZOPHOS",940,932,"base",4.97,373.37,NA,3.03e-05,4.2,NA,6309.573445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYRIDAPHENTHION",941,933,"neutral",NA,340.34,NA,1.47e-06,100,NA,1584.893192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pyrilamine maleate",942,934,"base",4.64,399.45,NA,1e-12,119.7,NA,44.66835922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYRIMETHAMINE",943,935,"base",7.34,248.72,NA,1.76e-06,121.3,NA,489.7788194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pyrimethanil",944,936,"base",3.52,199.26,NA,0.0022,121,NA,691.8309709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QUERCETIN",945,937,"acid",6.95,302.24,NA,3.72e-13,60,NA,30.1995172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quinclorac",946,938,"acid",4.34,242.06,NA,5.27e-06,0.065,NA,933.2543008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quinoline",947,939,"base",4.9,129.16,NA,7.999999998,6110,NA,107.1519305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RESERPINE",948,940,"base",6.6,608.69,NA,1.57e-13,73,NA,2089.296131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RESMETHRIN",949,941,"neutral",NA,338.45,NA,0.018666667,0.0379,NA,1380384.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"resorcinol",950,942,"",NA,110,110,0.027,1400000,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RESORCINOL",951,943,"acid",9.32,110.11,NA,0.0652,717000,NA,6.309573445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RETINOIC ACID",952,944,"acid",4.69,300.44,NA,1.36e-05,0.1263,NA,1995262.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Retrorsine",953,945,"base",7.1,351.4,NA,2.52e-12,100200,NA,0.562341325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RONNEL",954,946,"neutral",NA,321.54,NA,0.01,1,NA,75857.7575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUBEANIC ACID",955,947,"base",10.9,120.19,NA,0.000218667,369,NA,0.001047129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S-BUTYLACETATE",956,948,"neutral",NA,116.16,NA,2266.666666,6200,NA,52.48074602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S,S'-(2-(DIMETHYLAMINO)-1,3-PROPANEDIYL) CARBAM*",957,949,"base",7.21,237.34,NA,1.27e-06,2e+05,NA,0.112201845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALICYLANILIDE",958,950,"acid",7.4,213.24,NA,7.84e-06,55,NA,1862.087137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"salicylic acid",959,951,"",NA,138,159,0.00093,2100,NA,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sb(III)",960,952,"metal",NA,121.76,NA,NA,NA,1e-20,NA,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sb(V)",961,953,"metal",NA,121.76,NA,NA,NA,1e-20,NA,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
